center_x,center_y,center_z,half_length_x,half_length_y,half_length_z
0.856163,-0.662763,0.485790,0.1,0.1,0.1
0.673740,0.266118,0.724460,0.1,0.1,0.1
0.833546,0.108608,0.485603,0.1,0.1,0.1
0.684986,0.044964,0.485603,0.1,0.1,0.1
0.791295,0.726589,0.306733,0.1,0.1,0.1
0.796287,0.353745,0.485603,0.1,0.1,0.1
0.872469,-0.383526,0.412880,0.1,0.1,0.1
0.853417,-0.420589,0.288988,0.1,0.1,0.1
0.791519,0.675823,0.743930,0.1,0.1,0.1
0.776207,0.690682,0.724460,0.1,0.1,0.1
0.843452,0.691059,0.121225,0.1,0.1,0.1
0.863823,0.378924,0.138639,0.1,0.1,0.1
0.670217,-0.633180,0.466133,0.1,0.1,0.1
0.709333,-0.682685,0.299087,0.1,0.1,0.1
0.859502,0.593591,0.734195,0.1,0.1,0.1
0.841517,0.628928,0.144008,0.1,0.1,0.1
0.847303,0.118671,0.538301,0.1,0.1,0.1
0.642964,0.035804,0.466133,0.1,0.1,0.1
0.753817,-0.139497,0.140695,0.1,0.1,0.1
0.847784,0.076222,0.691883,0.1,0.1,0.1
0.875772,-0.674895,0.026921,0.1,0.1,0.1
0.849416,-0.067678,0.110447,0.1,0.1,0.1
0.774862,0.022205,0.121225,0.1,0.1,0.1
0.735761,-0.235824,0.466133,0.1,0.1,0.1
0.800665,-0.531283,0.121225,0.1,0.1,0.1
0.842401,0.550968,0.122216,0.1,0.1,0.1
0.845662,0.263403,0.527756,0.1,0.1,0.1
0.819848,-0.300993,0.485603,0.1,0.1,0.1
0.817287,-0.160332,0.743930,0.1,0.1,0.1
0.855500,0.180029,0.724460,0.1,0.1,0.1
0.631660,-0.103075,0.472809,0.1,0.1,0.1
0.690041,-0.378935,0.140695,0.1,0.1,0.1
0.851602,-0.260467,0.250968,0.1,0.1,0.1
0.796587,-0.701167,0.415688,0.1,0.1,0.1
0.704912,-0.682735,0.127213,0.1,0.1,0.1
0.873832,-0.503755,0.081195,0.1,0.1,0.1
0.866215,-0.690666,0.282759,0.1,0.1,0.1
0.865531,0.228331,0.732619,0.1,0.1,0.1
0.803550,-0.681617,0.610767,0.1,0.1,0.1
0.864740,0.298086,0.642796,0.1,0.1,0.1
0.846910,0.153307,0.479331,0.1,0.1,0.1
0.737167,-0.432115,0.121225,0.1,0.1,0.1
0.764105,-0.644890,0.485603,0.1,0.1,0.1
0.865816,0.203219,0.729080,0.1,0.1,0.1
0.863216,0.432496,0.014066,0.1,0.1,0.1
0.855010,-0.469963,0.724460,0.1,0.1,0.1
0.845639,0.265469,0.169374,0.1,0.1,0.1
0.871046,-0.258095,0.362586,0.1,0.1,0.1
0.810219,-0.230217,0.724460,0.1,0.1,0.1
0.848123,0.046317,0.583327,0.1,0.1,0.1
0.772853,0.279062,0.743930,0.1,0.1,0.1
0.870601,-0.218820,0.296776,0.1,0.1,0.1
0.871453,-0.690583,0.423237,0.1,0.1,0.1
0.757278,0.031266,0.164191,0.1,0.1,0.1
0.847753,0.078984,0.473327,0.1,0.1,0.1
0.650711,0.705523,0.637071,0.1,0.1,0.1
0.853451,-0.286078,0.140695,0.1,0.1,0.1
0.660950,-0.289197,0.743930,0.1,0.1,0.1
0.741864,0.395818,0.121225,0.1,0.1,0.1
0.680472,-0.473927,0.724460,0.1,0.1,0.1
0.845617,0.267330,0.336862,0.1,0.1,0.1
0.735422,0.725955,0.570866,0.1,0.1,0.1
0.770923,-0.110616,0.724460,0.1,0.1,0.1
0.844064,0.408736,0.734195,0.1,0.1,0.1
0.745402,0.030014,0.140695,0.1,0.1,0.1
0.873451,-0.470156,0.725314,0.1,0.1,0.1
0.873963,-0.515308,0.495756,0.1,0.1,0.1
0.842832,0.002714,0.485603,0.1,0.1,0.1
0.855148,-0.573221,0.390710,0.1,0.1,0.1
0.810153,-0.471860,0.121225,0.1,0.1,0.1
0.731228,0.285459,0.743930,0.1,0.1,0.1
0.850179,-0.134954,0.544166,0.1,0.1,0.1
0.775928,-0.185829,0.724460,0.1,0.1,0.1
0.850324,0.710883,0.700013,0.1,0.1,0.1
0.790546,0.162487,0.724460,0.1,0.1,0.1
0.864779,0.294674,0.457505,0.1,0.1,0.1
0.855858,-0.635786,0.406800,0.1,0.1,0.1
0.770126,0.248654,0.140695,0.1,0.1,0.1
0.644273,-0.651731,0.121225,0.1,0.1,0.1
0.711242,0.244951,0.140695,0.1,0.1,0.1
0.872828,-0.415198,0.100515,0.1,0.1,0.1
0.846753,0.167155,0.710930,0.1,0.1,0.1
0.867014,0.097540,0.538883,0.1,0.1,0.1
0.823924,-0.477233,0.724460,0.1,0.1,0.1
0.845925,0.240213,0.156828,0.1,0.1,0.1
0.643956,-0.131388,0.485603,0.1,0.1,0.1
0.851210,-0.700548,0.518026,0.1,0.1,0.1
0.864845,-0.569845,0.475118,0.1,0.1,0.1
0.842375,0.553255,0.580044,0.1,0.1,0.1
0.838249,-0.121804,0.121225,0.1,0.1,0.1
0.805353,0.219389,0.121225,0.1,0.1,0.1
0.865092,0.267032,0.201191,0.1,0.1,0.1
0.625608,0.705239,0.251363,0.1,0.1,0.1
0.772796,0.600963,0.140695,0.1,0.1,0.1
0.868933,-0.071724,0.087050,0.1,0.1,0.1
0.800441,0.190925,0.485603,0.1,0.1,0.1
0.836927,-0.206133,0.140695,0.1,0.1,0.1
0.623941,0.675802,0.121225,0.1,0.1,0.1
0.870611,-0.219666,0.620057,0.1,0.1,0.1
0.854058,-0.477120,0.537966,0.1,0.1,0.1
0.740322,0.031074,0.266074,0.1,0.1,0.1
0.851903,0.180328,0.734195,0.1,0.1,0.1
0.668149,0.030256,0.569338,0.1,0.1,0.1
0.865941,0.192180,0.431877,0.1,0.1,0.1
0.644084,0.699730,0.743930,0.1,0.1,0.1
0.865620,-0.332074,0.000000,0.1,0.1,0.1
0.763027,0.127569,0.121225,0.1,0.1,0.1
0.703055,0.145161,0.724460,0.1,0.1,0.1
0.845651,0.707734,0.545737,0.1,0.1,0.1
0.771415,0.010662,0.743930,0.1,0.1,0.1
0.851108,-0.216944,0.499081,0.1,0.1,0.1
0.802307,0.031777,0.130118,0.1,0.1,0.1
0.842052,-0.700652,0.698516,0.1,0.1,0.1
0.826755,0.726991,0.272714,0.1,0.1,0.1
0.772829,0.726379,0.181915,0.1,0.1,0.1
0.735788,-0.286639,0.485603,0.1,0.1,0.1
0.626824,0.607186,0.121225,0.1,0.1,0.1
0.840231,-0.681201,0.742953,0.1,0.1,0.1
0.866309,0.159743,0.543338,0.1,0.1,0.1
0.873026,-0.432711,0.606128,0.1,0.1,0.1
0.855386,-0.594194,0.390978,0.1,0.1,0.1
0.856160,-0.662443,0.237450,0.1,0.1,0.1
0.854446,-0.598335,0.140695,0.1,0.1,0.1
0.849140,-0.043299,0.080913,0.1,0.1,0.1
0.804241,0.012327,0.129334,0.1,0.1,0.1
0.775928,0.380584,0.121225,0.1,0.1,0.1
0.669037,0.559578,0.121225,0.1,0.1,0.1
0.798897,-0.693269,0.743930,0.1,0.1,0.1
0.863392,0.416967,0.554420,0.1,0.1,0.1
0.685661,-0.682954,0.686057,0.1,0.1,0.1
0.792565,-0.085200,0.743930,0.1,0.1,0.1
0.815003,-0.491055,0.743930,0.1,0.1,0.1
0.860152,0.702704,0.562572,0.1,0.1,0.1
0.768171,0.173717,0.743930,0.1,0.1,0.1
0.650607,0.662495,0.121225,0.1,0.1,0.1
0.830356,0.032095,0.457809,0.1,0.1,0.1
0.845173,0.306492,0.244856,0.1,0.1,0.1
0.808852,0.116784,0.466133,0.1,0.1,0.1
0.827053,-0.226887,0.466133,0.1,0.1,0.1
0.635514,0.061985,0.140695,0.1,0.1,0.1
0.757705,0.031271,0.663054,0.1,0.1,0.1
0.802697,-0.026032,0.466133,0.1,0.1,0.1
0.852495,0.519398,0.140079,0.1,0.1,0.1
0.825563,0.707506,0.482952,0.1,0.1,0.1
0.769833,0.287733,0.724460,0.1,0.1,0.1
0.862009,0.538977,0.047140,0.1,0.1,0.1
0.726699,-0.464636,0.466133,0.1,0.1,0.1
0.849462,-0.071766,0.084961,0.1,0.1,0.1
0.845928,0.239973,0.458025,0.1,0.1,0.1
0.858247,0.559215,0.000000,0.1,0.1,0.1
0.765366,-0.149224,0.724460,0.1,0.1,0.1
0.710019,0.138330,0.121225,0.1,0.1,0.1
0.757790,-0.313440,0.743930,0.1,0.1,0.1
0.710114,-0.682676,0.290060,0.1,0.1,0.1
0.684645,-0.517189,0.743930,0.1,0.1,0.1
0.750108,0.726122,0.737131,0.1,0.1,0.1
0.796856,0.053354,0.121225,0.1,0.1,0.1
0.852828,-0.368643,0.423438,0.1,0.1,0.1
0.634379,0.724810,0.479335,0.1,0.1,0.1
0.866167,0.172246,0.529677,0.1,0.1,0.1
0.850328,-0.148138,0.076738,0.1,0.1,0.1
0.866466,0.145828,0.363126,0.1,0.1,0.1
0.874603,-0.571796,0.432795,0.1,0.1,0.1
0.769838,-0.020136,0.121225,0.1,0.1,0.1
0.847249,0.123397,0.486805,0.1,0.1,0.1
0.849926,-0.112633,0.715278,0.1,0.1,0.1
0.738599,0.031054,0.267642,0.1,0.1,0.1
0.826724,0.032054,0.457548,0.1,0.1,0.1
0.633343,0.194919,0.743930,0.1,0.1,0.1
0.713386,0.725705,0.501692,0.1,0.1,0.1
0.642938,0.514724,0.743930,0.1,0.1,0.1
0.762609,0.499979,0.743930,0.1,0.1,0.1
0.637991,-0.495672,0.743930,0.1,0.1,0.1
0.858683,-0.508147,0.485603,0.1,0.1,0.1
0.866191,0.170095,0.016199,0.1,0.1,0.1
0.626232,0.674801,0.743930,0.1,0.1,0.1
0.697063,0.565865,0.121225,0.1,0.1,0.1
0.710012,0.271926,0.140695,0.1,0.1,0.1
0.847906,0.065471,0.134013,0.1,0.1,0.1
0.856390,-0.682736,0.291268,0.1,0.1,0.1
0.856218,-0.667546,0.137901,0.1,0.1,0.1
0.630631,0.724767,0.649964,0.1,0.1,0.1
0.698905,0.027167,0.121225,0.1,0.1,0.1
0.704652,-0.209899,0.121225,0.1,0.1,0.1
0.847003,-0.528490,0.140695,0.1,0.1,0.1
0.799631,0.031746,0.522634,0.1,0.1,0.1
0.822898,0.032010,0.538675,0.1,0.1,0.1
0.686796,0.176894,0.724460,0.1,0.1,0.1
0.748089,0.011691,0.253266,0.1,0.1,0.1
0.850443,0.700353,0.132076,0.1,0.1,0.1
0.632969,-0.218524,0.123476,0.1,0.1,0.1
0.805017,0.555316,0.724460,0.1,0.1,0.1
0.843595,0.445671,0.148724,0.1,0.1,0.1
0.847199,0.127815,0.425543,0.1,0.1,0.1
0.736925,-0.581230,0.466133,0.1,0.1,0.1
0.734719,0.643695,0.140695,0.1,0.1,0.1
0.862233,0.519147,0.418149,0.1,0.1,0.1
0.819585,-0.700906,0.413157,0.1,0.1,0.1
0.853631,-0.439383,0.242252,0.1,0.1,0.1
0.682123,0.725351,0.591779,0.1,0.1,0.1
0.698232,0.248053,0.140695,0.1,0.1,0.1
0.871074,-0.260541,0.164353,0.1,0.1,0.1
0.688858,0.035261,0.485603,0.1,0.1,0.1
0.727276,0.706392,0.167751,0.1,0.1,0.1
0.872452,-0.382062,0.277823,0.1,0.1,0.1
0.632007,0.724783,0.405714,0.1,0.1,0.1
0.625802,0.714977,0.126641,0.1,0.1,0.1
0.861798,0.557579,0.103522,0.1,0.1,0.1
0.767250,-0.701500,0.405046,0.1,0.1,0.1
0.720032,0.117625,0.140695,0.1,0.1,0.1
0.871502,-0.298303,0.487803,0.1,0.1,0.1
0.842407,0.550445,0.485584,0.1,0.1,0.1
0.870213,-0.184631,0.564763,0.1,0.1,0.1
0.868271,-0.013362,0.045593,0.1,0.1,0.1
0.863626,0.396335,0.049809,0.1,0.1,0.1
0.733720,0.500802,0.466133,0.1,0.1,0.1
0.870331,-0.195052,0.053246,0.1,0.1,0.1
0.766211,-0.701512,0.640127,0.1,0.1,0.1
0.800888,0.227252,0.743930,0.1,0.1,0.1
0.632047,-0.137201,0.125992,0.1,0.1,0.1
0.840748,0.696754,0.564482,0.1,0.1,0.1
0.863243,0.430109,0.446519,0.1,0.1,0.1
0.785096,0.438552,0.140695,0.1,0.1,0.1
0.845441,0.282866,0.350729,0.1,0.1,0.1
0.851102,-0.681078,0.682787,0.1,0.1,0.1
0.763206,0.011862,0.446609,0.1,0.1,0.1
0.637970,-0.202877,0.485603,0.1,0.1,0.1
0.705174,0.706141,0.391163,0.1,0.1,0.1
0.840738,0.697636,0.550104,0.1,0.1,0.1
0.872115,-0.352387,0.666013,0.1,0.1,0.1
0.852794,-0.365566,0.193200,0.1,0.1,0.1
0.849476,-0.072945,0.365470,0.1,0.1,0.1
0.625804,0.413400,0.136784,0.1,0.1,0.1
0.864313,0.335762,0.536503,0.1,0.1,0.1
0.650286,0.247736,0.121225,0.1,0.1,0.1
0.682538,-0.221492,0.724460,0.1,0.1,0.1
0.865047,0.271035,0.606559,0.1,0.1,0.1
