center_x,center_y,center_z,half_length_x,half_length_y,half_length_z
0.984725,-0.674269,0.364078,0.1,0.1,0.1
0.795049,-0.092235,0.303657,0.1,0.1,0.1
0.785454,-0.506992,0.204755,0.1,0.1,0.1
1.200261,-0.445112,0.599734,0.1,0.1,0.1
1.137708,0.038665,0.455193,0.1,0.1,0.1
1.206020,-0.361816,0.034949,0.1,0.1,0.1
1.083534,0.356264,0.632764,0.1,0.1,0.1
1.185188,-0.356744,0.148583,0.1,0.1,0.1
1.052511,0.421079,0.115762,0.1,0.1,0.1
1.106285,-0.009010,0.683724,0.1,0.1,0.1
1.136618,-0.072005,0.271572,0.1,0.1,0.1
1.170609,-0.154219,0.603130,0.1,0.1,0.1
0.772285,-0.730473,0.243544,0.1,0.1,0.1
1.203786,-0.465779,0.503081,0.1,0.1,0.1
0.659516,0.236728,0.185072,0.1,0.1,0.1
1.028407,0.679450,0.519386,0.1,0.1,0.1
1.236580,-0.641292,0.179604,0.1,0.1,0.1
1.195830,-0.419137,0.246227,0.1,0.1,0.1
0.982854,0.492525,0.512297,0.1,0.1,0.1
1.167887,-0.255318,0.450253,0.1,0.1,0.1
1.161322,-0.642908,0.664041,0.1,0.1,0.1
1.198761,-0.437466,0.185072,0.1,0.1,0.1
0.703490,0.651766,0.413147,0.1,0.1,0.1
1.048087,-0.083174,0.512297,0.1,0.1,0.1
0.944302,0.006281,0.204755,0.1,0.1,0.1
0.887564,-0.570323,0.512297,0.1,0.1,0.1
0.970617,0.388132,0.664041,0.1,0.1,0.1
1.043581,-0.179424,0.512297,0.1,0.1,0.1
0.806950,-0.090205,0.477356,0.1,0.1,0.1
0.719117,-0.423312,0.185072,0.1,0.1,0.1
1.014589,0.272935,0.683724,0.1,0.1,0.1
1.004730,0.703150,0.352070,0.1,0.1,0.1
1.027960,0.565011,0.426574,0.1,0.1,0.1
0.866390,0.679553,0.658316,0.1,0.1,0.1
0.667355,0.607550,0.664041,0.1,0.1,0.1
1.118138,0.153394,0.533817,0.1,0.1,0.1
1.041506,0.485596,0.306271,0.1,0.1,0.1
0.755992,0.036386,0.664041,0.1,0.1,0.1
1.228987,-0.496460,0.395184,0.1,0.1,0.1
1.150650,-0.154265,0.371160,0.1,0.1,0.1
0.934746,-0.068406,0.186846,0.1,0.1,0.1
0.778515,0.110027,0.512297,0.1,0.1,0.1
0.969389,-0.676885,0.252018,0.1,0.1,0.1
0.699344,-0.108560,0.603044,0.1,0.1,0.1
0.664102,0.449782,0.683724,0.1,0.1,0.1
1.113610,0.062885,0.532674,0.1,0.1,0.1
1.063489,0.356717,0.059048,0.1,0.1,0.1
0.993289,-0.371123,0.185072,0.1,0.1,0.1
1.079297,0.381101,0.200230,0.1,0.1,0.1
0.809435,0.288176,0.204755,0.1,0.1,0.1
0.675711,0.075158,0.185072,0.1,0.1,0.1
1.145867,-0.009167,0.055289,0.1,0.1,0.1
1.153641,-0.425867,0.185072,0.1,0.1,0.1
1.039156,0.374452,0.512297,0.1,0.1,0.1
1.028137,0.563968,0.294967,0.1,0.1,0.1
0.673152,-0.113027,0.238260,0.1,0.1,0.1
1.177678,-0.641356,0.546771,0.1,0.1,0.1
1.110715,0.196911,0.013040,0.1,0.1,0.1
1.127264,-0.073049,0.185072,0.1,0.1,0.1
1.032875,0.653254,0.587677,0.1,0.1,0.1
1.075673,-0.044367,0.507254,0.1,0.1,0.1
0.923741,0.665282,0.512297,0.1,0.1,0.1
0.688834,-0.043256,0.512297,0.1,0.1,0.1
0.926329,0.254394,0.512297,0.1,0.1,0.1
0.998505,0.277374,0.683724,0.1,0.1,0.1
1.152720,-0.049344,0.547993,0.1,0.1,0.1
0.742742,-0.044962,0.204755,0.1,0.1,0.1
0.978786,-0.695249,0.210483,0.1,0.1,0.1
0.661671,0.174185,0.664041,0.1,0.1,0.1
0.716948,0.518881,0.185072,0.1,0.1,0.1
0.843775,0.074970,0.185072,0.1,0.1,0.1
0.817283,0.671176,0.639654,0.1,0.1,0.1
0.879147,-0.712245,0.431077,0.1,0.1,0.1
1.036917,0.629556,0.298525,0.1,0.1,0.1
0.864154,0.659204,0.343077,0.1,0.1,0.1
0.893343,0.545110,0.204755,0.1,0.1,0.1
0.975263,0.430087,0.512297,0.1,0.1,0.1
1.012638,0.534298,0.512297,0.1,0.1,0.1
1.035881,-0.685510,0.528961,0.1,0.1,0.1
0.851803,0.102831,0.512297,0.1,0.1,0.1
1.148419,-0.356492,0.185072,0.1,0.1,0.1
0.785342,0.645761,0.324538,0.1,0.1,0.1
0.718137,-0.041796,0.185072,0.1,0.1,0.1
0.626431,0.618654,0.336165,0.1,0.1,0.1
0.957269,0.695054,0.590023,0.1,0.1,0.1
0.965466,-0.218160,0.512297,0.1,0.1,0.1
0.684541,-0.305476,0.664041,0.1,0.1,0.1
1.067576,-0.397965,0.512297,0.1,0.1,0.1
0.823408,0.300460,0.683724,0.1,0.1,0.1
0.783619,-0.351512,0.185072,0.1,0.1,0.1
0.695481,-0.457811,0.682299,0.1,0.1,0.1
1.175575,-0.241858,0.670824,0.1,0.1,0.1
1.030817,0.665321,0.617488,0.1,0.1,0.1
1.028158,-0.642584,0.204755,0.1,0.1,0.1
1.040088,-0.050437,0.387374,0.1,0.1,0.1
1.208180,-0.374479,0.372774,0.1,0.1,0.1
0.971848,0.697541,0.405514,0.1,0.1,0.1
0.982972,0.153415,0.512297,0.1,0.1,0.1
0.738276,-0.101919,0.677728,0.1,0.1,0.1
1.182248,-0.222450,0.399510,0.1,0.1,0.1
0.652018,0.254927,0.512297,0.1,0.1,0.1
1.017808,0.624525,0.433187,0.1,0.1,0.1
1.016719,0.501093,0.512297,0.1,0.1,0.1
0.780957,-0.319828,0.512297,0.1,0.1,0.1
0.789479,0.646466,0.611392,0.1,0.1,0.1
1.130709,-0.034980,0.478963,0.1,0.1,0.1
1.073031,0.235672,0.664041,0.1,0.1,0.1
1.014253,0.269524,0.664041,0.1,0.1,0.1
1.074938,-0.044493,0.325833,0.1,0.1,0.1
1.116392,0.046572,0.239700,0.1,0.1,0.1
0.665716,-0.114296,0.504101,0.1,0.1,0.1
1.235521,-0.534766,0.501366,0.1,0.1,0.1
1.155541,-0.583676,0.512297,0.1,0.1,0.1
0.660018,0.099094,0.664041,0.1,0.1,0.1
1.055806,-0.199765,0.683724,0.1,0.1,0.1
1.062715,-0.664068,0.512297,0.1,0.1,0.1
1.186839,-0.475156,0.204755,0.1,0.1,0.1
0.560580,0.472765,0.512297,0.1,0.1,0.1
1.103196,-0.251097,0.204755,0.1,0.1,0.1
0.908191,0.672235,0.185072,0.1,0.1,0.1
0.687361,0.162375,0.512297,0.1,0.1,0.1
1.070592,0.315079,0.321092,0.1,0.1,0.1
0.961172,0.675460,0.204755,0.1,0.1,0.1
0.853629,0.677376,0.351029,0.1,0.1,0.1
1.100907,-0.040063,0.557935,0.1,0.1,0.1
0.953614,-0.536849,0.512297,0.1,0.1,0.1
1.188043,-0.256426,0.388909,0.1,0.1,0.1
0.671540,0.011920,0.683724,0.1,0.1,0.1
0.977971,0.101403,0.512297,0.1,0.1,0.1
0.983020,0.077525,0.185072,0.1,0.1,0.1
1.121395,-0.299158,0.512297,0.1,0.1,0.1
0.774817,0.107175,0.664041,0.1,0.1,0.1
1.130149,-0.593554,0.204755,0.1,0.1,0.1
0.910984,0.687159,0.638431,0.1,0.1,0.1
1.240447,-0.563643,0.660794,0.1,0.1,0.1
1.098704,-0.543119,0.512297,0.1,0.1,0.1
1.185020,-0.238700,0.237258,0.1,0.1,0.1
0.976559,0.678377,0.367918,0.1,0.1,0.1
1.158936,-0.085781,0.323025,0.1,0.1,0.1
0.911585,0.636841,0.664041,0.1,0.1,0.1
0.904570,-0.073553,0.486842,0.1,0.1,0.1
0.970911,-0.362314,0.664041,0.1,0.1,0.1
1.119158,0.030357,0.072880,0.1,0.1,0.1
0.793295,0.184677,0.512297,0.1,0.1,0.1
0.864866,-0.714681,0.635748,0.1,0.1,0.1
0.725562,-0.253066,0.185072,0.1,0.1,0.1
0.827607,-0.344472,0.664041,0.1,0.1,0.1
0.723412,-0.410750,0.512297,0.1,0.1,0.1
0.914671,-0.019450,0.664041,0.1,0.1,0.1
0.740474,-0.106519,0.512297,0.1,0.1,0.1
1.012962,0.652932,0.546956,0.1,0.1,0.1
0.991128,0.219087,0.512297,0.1,0.1,0.1
0.827186,-0.721108,0.469086,0.1,0.1,0.1
1.103623,0.238491,0.628957,0.1,0.1,0.1
0.840577,-0.399355,0.512297,0.1,0.1,0.1
0.752614,0.520249,0.185072,0.1,0.1,0.1
0.891204,0.223231,0.664041,0.1,0.1,0.1
1.071153,-0.239127,0.683724,0.1,0.1,0.1
0.927711,0.156354,0.683724,0.1,0.1,0.1
1.029312,0.674143,0.580386,0.1,0.1,0.1
0.799640,0.213637,0.204755,0.1,0.1,0.1
0.849416,-0.666314,0.204755,0.1,0.1,0.1
0.657051,0.214411,0.185072,0.1,0.1,0.1
1.009831,0.257593,0.683724,0.1,0.1,0.1
0.696314,-0.412716,0.512297,0.1,0.1,0.1
1.002733,0.682842,0.423036,0.1,0.1,0.1
1.004874,0.652300,0.185072,0.1,0.1,0.1
0.573392,0.629575,0.518221,0.1,0.1,0.1
1.060826,-0.553253,0.664041,0.1,0.1,0.1
1.189706,-0.593648,0.512297,0.1,0.1,0.1
1.135621,-0.034142,0.588788,0.1,0.1,0.1
0.957133,-0.592866,0.204755,0.1,0.1,0.1
0.743138,0.428979,0.683724,0.1,0.1,0.1
0.919094,0.625285,0.204755,0.1,0.1,0.1
1.195378,-0.299427,0.228485,0.1,0.1,0.1
1.094896,0.172595,0.105186,0.1,0.1,0.1
0.928171,0.274544,0.683724,0.1,0.1,0.1
0.653187,0.475761,0.683724,0.1,0.1,0.1
0.720342,0.276930,0.512297,0.1,0.1,0.1
0.720576,-0.215685,0.683724,0.1,0.1,0.1
0.866632,-0.088509,0.512297,0.1,0.1,0.1
1.040257,0.609976,0.035723,0.1,0.1,0.1
0.922608,-0.070477,0.628444,0.1,0.1,0.1
0.936753,-0.682451,0.356831,0.1,0.1,0.1
1.031927,-0.051830,0.559733,0.1,0.1,0.1
0.861645,-0.080875,0.583548,0.1,0.1,0.1
0.934123,-0.296150,0.664041,0.1,0.1,0.1
0.904242,-0.061325,0.204755,0.1,0.1,0.1
0.662516,0.492321,0.683724,0.1,0.1,0.1
0.863038,-0.695025,0.301630,0.1,0.1,0.1
1.065940,0.240244,0.185072,0.1,0.1,0.1
0.916533,-0.380003,0.512297,0.1,0.1,0.1
1.089644,-0.041984,0.425499,0.1,0.1,0.1
0.749899,0.289057,0.683724,0.1,0.1,0.1
1.176852,-0.190818,0.292565,0.1,0.1,0.1
1.033341,0.587784,0.512297,0.1,0.1,0.1
0.708167,-0.135847,0.204755,0.1,0.1,0.1
0.838648,-0.622853,0.683724,0.1,0.1,0.1
0.783093,0.295202,0.512297,0.1,0.1,0.1
1.198513,-0.317807,0.023881,0.1,0.1,0.1
1.054555,0.409094,0.594049,0.1,0.1,0.1
0.758967,-0.198716,0.683724,0.1,0.1,0.1
0.978002,-0.185491,0.204755,0.1,0.1,0.1
0.824648,-0.600655,0.185072,0.1,0.1,0.1
1.134829,-0.668632,0.483561,0.1,0.1,0.1
1.022775,0.696244,0.122263,0.1,0.1,0.1
0.817310,-0.702825,0.195534,0.1,0.1,0.1
1.160185,-0.114295,0.673882,0.1,0.1,0.1
0.577682,0.243914,0.512297,0.1,0.1,0.1
0.654963,0.466938,0.185072,0.1,0.1,0.1
1.162950,-0.226376,0.663920,0.1,0.1,0.1
1.130172,0.082848,0.561444,0.1,0.1,0.1
0.626956,0.082058,0.683724,0.1,0.1,0.1
0.710806,0.653014,0.248690,0.1,0.1,0.1
0.659963,-0.168591,0.512297,0.1,0.1,0.1
0.791703,0.666813,0.583448,0.1,0.1,0.1
0.858769,-0.695753,0.578401,0.1,0.1,0.1
1.208707,-0.377565,0.618388,0.1,0.1,0.1
1.199112,-0.321315,0.403055,0.1,0.1,0.1
1.054835,-0.047922,0.372726,0.1,0.1,0.1
1.165196,-0.122483,0.162082,0.1,0.1,0.1
1.040095,0.493864,0.465335,0.1,0.1,0.1
0.974008,-0.507744,0.512297,0.1,0.1,0.1
0.776911,-0.095329,0.664178,0.1,0.1,0.1
1.026142,0.553336,0.204755,0.1,0.1,0.1
0.566017,0.478141,0.512297,0.1,0.1,0.1
1.038148,0.505283,0.096497,0.1,0.1,0.1
0.797054,-0.359721,0.683724,0.1,0.1,0.1
1.220120,-0.634116,0.680695,0.1,0.1,0.1
0.764644,-0.097421,0.360234,0.1,0.1,0.1
1.069990,-0.003282,0.512297,0.1,0.1,0.1
0.871152,0.680365,0.596338,0.1,0.1,0.1
1.169766,-0.238281,0.512297,0.1,0.1,0.1
1.075459,0.403603,0.506349,0.1,0.1,0.1
1.016935,0.629641,0.603715,0.1,0.1,0.1
0.820240,-0.087938,0.295910,0.1,0.1,0.1
0.884019,0.662592,0.340652,0.1,0.1,0.1
0.990886,0.447184,0.512297,0.1,0.1,0.1
0.990212,-0.058945,0.235535,0.1,0.1,0.1
0.740087,-0.143289,0.512297,0.1,0.1,0.1
0.760624,-0.387862,0.204755,0.1,0.1,0.1
1.028034,0.681632,0.581611,0.1,0.1,0.1
1.035657,-0.441412,0.683724,0.1,0.1,0.1
0.852896,-0.401648,0.185072,0.1,0.1,0.1
1.074004,0.295074,0.321513,0.1,0.1,0.1
0.942877,0.185564,0.512297,0.1,0.1,0.1
1.031155,0.346331,0.204755,0.1,0.1,0.1
1.062151,-0.681029,0.367195,0.1,0.1,0.1
1.063160,-0.438297,0.512297,0.1,0.1,0.1
0.742050,-0.730821,0.654744,0.1,0.1,0.1
1.063521,-0.059586,0.683724,0.1,0.1,0.1
1.181459,-0.276357,0.680316,0.1,0.1,0.1
1.126086,-0.010260,0.585933,0.1,0.1,0.1
0.873990,0.614086,0.664041,0.1,0.1,0.1
0.588768,0.349653,0.204755,0.1,0.1,0.1
1.045987,0.576386,0.048999,0.1,0.1,0.1
0.706290,0.275221,0.185072,0.1,0.1,0.1
0.934420,0.627423,0.185072,0.1,0.1,0.1
0.959420,0.435750,0.185072,0.1,0.1,0.1
0.794265,-0.368313,0.664041,0.1,0.1,0.1
1.153984,-0.075156,0.673882,0.1,0.1,0.1
0.827022,0.571542,0.185072,0.1,0.1,0.1
0.936718,0.279588,0.683724,0.1,0.1,0.1
0.965738,-0.063120,0.258883,0.1,0.1,0.1
0.953779,-0.689531,0.664606,0.1,0.1,0.1
1.085209,-0.661800,0.185072,0.1,0.1,0.1
1.083578,0.356005,0.397384,0.1,0.1,0.1
0.758392,-0.262992,0.512297,0.1,0.1,0.1
0.967811,0.676885,0.201686,0.1,0.1,0.1
1.142408,-0.105945,0.063666,0.1,0.1,0.1
0.875229,-0.280576,0.204755,0.1,0.1,0.1
1.185922,-0.243992,0.037146,0.1,0.1,0.1
0.701874,-0.446803,0.664041,0.1,0.1,0.1
0.779783,0.644812,0.641458,0.1,0.1,0.1
0.780948,0.187756,0.664041,0.1,0.1,0.1
1.067354,-0.229574,0.512297,0.1,0.1,0.1
1.151396,-0.158641,0.287600,0.1,0.1,0.1
0.829892,-0.662285,0.512297,0.1,0.1,0.1
1.207369,-0.486782,0.408661,0.1,0.1,0.1
1.028340,0.621310,0.667708,0.1,0.1,0.1
1.093853,0.178711,0.083128,0.1,0.1,0.1
0.756222,0.583178,0.683724,0.1,0.1,0.1
1.025364,-0.667337,0.460337,0.1,0.1,0.1
0.923639,0.277305,0.185072,0.1,0.1,0.1
0.980042,0.401064,0.512297,0.1,0.1,0.1
0.840495,-0.718838,0.651874,0.1,0.1,0.1
0.704880,-0.042063,0.512297,0.1,0.1,0.1
0.767249,0.481475,0.512297,0.1,0.1,0.1
1.149475,-0.147376,0.625523,0.1,0.1,0.1
0.852060,0.657141,0.612400,0.1,0.1,0.1
1.177798,-0.313421,0.330121,0.1,0.1,0.1
1.041021,0.268530,0.512297,0.1,0.1,0.1
0.677692,0.563855,0.512297,0.1,0.1,0.1
1.213616,-0.635226,0.333730,0.1,0.1,0.1
0.915764,-0.071644,0.459304,0.1,0.1,0.1
1.150577,-0.195206,0.683724,0.1,0.1,0.1
1.075136,-0.658847,0.602578,0.1,0.1,0.1
0.784903,-0.648761,0.185072,0.1,0.1,0.1
1.223536,-0.581563,0.599211,0.1,0.1,0.1
1.137304,-0.076027,0.336103,0.1,0.1,0.1
1.172098,-0.162944,0.153889,0.1,0.1,0.1
1.218720,-0.553329,0.387517,0.1,0.1,0.1
0.723846,0.184531,0.204755,0.1,0.1,0.1
0.653011,-0.208827,0.681383,0.1,0.1,0.1
0.705657,0.334310,0.512297,0.1,0.1,0.1
1.160732,-0.096311,0.468267,0.1,0.1,0.1
1.113973,-0.089046,0.512297,0.1,0.1,0.1
0.927028,-0.069723,0.549708,0.1,0.1,0.1
0.850659,0.676869,0.654973,0.1,0.1,0.1
0.958879,0.421695,0.204755,0.1,0.1,0.1
1.227046,-0.632935,0.449422,0.1,0.1,0.1
1.164407,-0.117856,0.011583,0.1,0.1,0.1
1.043292,-0.049891,0.522861,0.1,0.1,0.1
0.880371,0.652191,0.664041,0.1,0.1,0.1
1.138918,0.031574,0.664191,0.1,0.1,0.1
1.001069,-0.514652,0.683724,0.1,0.1,0.1
0.814048,0.380984,0.664041,0.1,0.1,0.1
0.971877,0.365018,0.512297,0.1,0.1,0.1
1.115242,-0.009086,0.512297,0.1,0.1,0.1
1.091501,-0.492863,0.185072,0.1,0.1,0.1
0.753328,0.640300,0.460770,0.1,0.1,0.1
1.046106,-0.049411,0.579828,0.1,0.1,0.1
1.142985,-0.392183,0.204755,0.1,0.1,0.1
1.149590,-0.030990,0.027029,0.1,0.1,0.1
1.204172,-0.350981,0.569126,0.1,0.1,0.1
0.960339,-0.040775,0.185072,0.1,0.1,0.1
0.852451,0.487603,0.664041,0.1,0.1,0.1
0.918829,-0.071121,0.235150,0.1,0.1,0.1
0.773922,-0.710226,0.563940,0.1,0.1,0.1
0.682680,-0.382762,0.672642,0.1,0.1,0.1
1.206583,-0.365115,0.198961,0.1,0.1,0.1
1.186488,-0.305839,0.665507,0.1,0.1,0.1
0.663553,-0.114665,0.655387,0.1,0.1,0.1
0.834904,0.654215,0.223211,0.1,0.1,0.1
0.783889,-0.547590,0.185072,0.1,0.1,0.1
1.005314,0.305889,0.683724,0.1,0.1,0.1
1.186775,-0.248990,0.345544,0.1,0.1,0.1
0.677212,0.361966,0.512297,0.1,0.1,0.1
1.169757,-0.503658,0.204755,0.1,0.1,0.1
1.221829,-0.633825,0.599402,0.1,0.1,0.1
0.780744,-0.317062,0.185072,0.1,0.1,0.1
0.764824,0.228206,0.512297,0.1,0.1,0.1
0.989822,0.484005,0.204755,0.1,0.1,0.1
1.019974,-0.053868,0.530088,0.1,0.1,0.1
0.924983,-0.704426,0.389827,0.1,0.1,0.1
0.590842,0.272909,0.512297,0.1,0.1,0.1
1.015823,0.694694,0.330428,0.1,0.1,0.1
1.013642,0.116396,0.512297,0.1,0.1,0.1
0.838268,-0.462039,0.683724,0.1,0.1,0.1
0.854067,-0.326393,0.683724,0.1,0.1,0.1
0.914666,0.040187,0.204755,0.1,0.1,0.1
1.035004,-0.665692,0.474335,0.1,0.1,0.1
0.603134,0.474233,0.185072,0.1,0.1,0.1
0.776357,0.441808,0.185072,0.1,0.1,0.1
1.086197,-0.089687,0.204755,0.1,0.1,0.1
0.837841,-0.719291,0.357033,0.1,0.1,0.1
1.147597,-0.019309,0.365660,0.1,0.1,0.1
1.060885,-0.046890,0.627969,0.1,0.1,0.1
0.797751,0.483614,0.512297,0.1,0.1,0.1
1.133605,0.062723,0.307426,0.1,0.1,0.1
0.971167,-0.093194,0.512297,0.1,0.1,0.1
0.666631,0.567092,0.204755,0.1,0.1,0.1
0.657042,-0.066641,0.683724,0.1,0.1,0.1
1.000307,-0.096997,0.204755,0.1,0.1,0.1
0.848217,0.592338,0.185072,0.1,0.1,0.1
0.957956,0.418251,0.204755,0.1,0.1,0.1
1.033697,0.531377,0.124336,0.1,0.1,0.1
0.916398,-0.585584,0.204755,0.1,0.1,0.1
0.663469,0.633641,0.185072,0.1,0.1,0.1
1.102281,0.246361,0.620702,0.1,0.1,0.1
0.953886,-0.129246,0.185072,0.1,0.1,0.1
1.077414,-0.414505,0.664041,0.1,0.1,0.1
0.583640,0.197863,0.200530,0.1,0.1,0.1
1.071940,0.307175,0.189901,0.1,0.1,0.1
0.984179,-0.694329,0.268979,0.1,0.1,0.1
0.933893,-0.682939,0.580364,0.1,0.1,0.1
0.891646,0.133698,0.512297,0.1,0.1,0.1
1.181617,-0.335811,0.068026,0.1,0.1,0.1
1.231438,-0.627889,0.613272,0.1,0.1,0.1
0.784443,0.665575,0.590229,0.1,0.1,0.1
1.093627,0.180031,0.405188,0.1,0.1,0.1
0.893213,0.058892,0.204755,0.1,0.1,0.1
